"","date","Housing_FX_limit_AU","Housing_LLprovisioning_AU","Housing_LTV_AU","Housing_OtherCapital_AU","Housing_RiskWeights_AU","Housing_tax_AU","Housing_CCYB_AU","Housing_DSTI_AU","Housing_DTI_LTI_AU","Housing_Exposure_limit_AU","Housing_credGr_limit_AU","Housing_FX_limit_CA","Housing_LLprovisioning_CA","Housing_LTV_CA","Housing_OtherCapital_CA","Housing_RiskWeights_CA","Housing_tax_CA","Housing_CCYB_CA","Housing_DSTI_CA","Housing_DTI_LTI_CA","Housing_Exposure_limit_CA","Housing_credGr_limit_CA","Housing_FX_limit_DK","Housing_LLprovisioning_DK","Housing_LTV_DK","Housing_OtherCapital_DK","Housing_RiskWeights_DK","Housing_tax_DK","Housing_CCYB_DK","Housing_DSTI_DK","Housing_DTI_LTI_DK","Housing_Exposure_limit_DK","Housing_credGr_limit_DK","Housing_FX_limit_IS","Housing_LLprovisioning_IS","Housing_LTV_IS","Housing_OtherCapital_IS","Housing_RiskWeights_IS","Housing_tax_IS","Housing_CCYB_IS","Housing_DSTI_IS","Housing_DTI_LTI_IS","Housing_Exposure_limit_IS","Housing_credGr_limit_IS","Housing_FX_limit_JP","Housing_LLprovisioning_JP","Housing_LTV_JP","Housing_OtherCapital_JP","Housing_RiskWeights_JP","Housing_tax_JP","Housing_CCYB_JP","Housing_DSTI_JP","Housing_DTI_LTI_JP","Housing_Exposure_limit_JP","Housing_credGr_limit_JP","Housing_FX_limit_NZ","Housing_LLprovisioning_NZ","Housing_LTV_NZ","Housing_OtherCapital_NZ","Housing_RiskWeights_NZ","Housing_tax_NZ","Housing_CCYB_NZ","Housing_DSTI_NZ","Housing_DTI_LTI_NZ","Housing_Exposure_limit_NZ","Housing_credGr_limit_NZ","Housing_FX_limit_NO","Housing_LLprovisioning_NO","Housing_LTV_NO","Housing_OtherCapital_NO","Housing_RiskWeights_NO","Housing_tax_NO","Housing_CCYB_NO","Housing_DSTI_NO","Housing_DTI_LTI_NO","Housing_Exposure_limit_NO","Housing_credGr_limit_NO","Housing_FX_limit_SE","Housing_LLprovisioning_SE","Housing_LTV_SE","Housing_OtherCapital_SE","Housing_RiskWeights_SE","Housing_tax_SE","Housing_CCYB_SE","Housing_DSTI_SE","Housing_DTI_LTI_SE","Housing_Exposure_limit_SE","Housing_credGr_limit_SE","Housing_FX_limit_CH","Housing_LLprovisioning_CH","Housing_LTV_CH","Housing_OtherCapital_CH","Housing_RiskWeights_CH","Housing_tax_CH","Housing_CCYB_CH","Housing_DSTI_CH","Housing_DTI_LTI_CH","Housing_Exposure_limit_CH","Housing_credGr_limit_CH","Housing_FX_limit_GB","Housing_LLprovisioning_GB","Housing_LTV_GB","Housing_OtherCapital_GB","Housing_RiskWeights_GB","Housing_tax_GB","Housing_CCYB_GB","Housing_DSTI_GB","Housing_DTI_LTI_GB","Housing_Exposure_limit_GB","Housing_credGr_limit_GB","Housing_FX_limit_US","Housing_LLprovisioning_US","Housing_LTV_US","Housing_OtherCapital_US","Housing_RiskWeights_US","Housing_tax_US","Housing_CCYB_US","Housing_DSTI_US","Housing_DTI_LTI_US","Housing_Exposure_limit_US","Housing_credGr_limit_US","Housing_FX_limit_AT","Housing_LLprovisioning_AT","Housing_LTV_AT","Housing_OtherCapital_AT","Housing_RiskWeights_AT","Housing_tax_AT","Housing_CCYB_AT","Housing_DSTI_AT","Housing_DTI_LTI_AT","Housing_Exposure_limit_AT","Housing_credGr_limit_AT","Housing_FX_limit_BE","Housing_LLprovisioning_BE","Housing_LTV_BE","Housing_OtherCapital_BE","Housing_RiskWeights_BE","Housing_tax_BE","Housing_CCYB_BE","Housing_DSTI_BE","Housing_DTI_LTI_BE","Housing_Exposure_limit_BE","Housing_credGr_limit_BE","Housing_FX_limit_FI","Housing_LLprovisioning_FI","Housing_LTV_FI","Housing_OtherCapital_FI","Housing_RiskWeights_FI","Housing_tax_FI","Housing_CCYB_FI","Housing_DSTI_FI","Housing_DTI_LTI_FI","Housing_Exposure_limit_FI","Housing_credGr_limit_FI","Housing_FX_limit_FR","Housing_LLprovisioning_FR","Housing_LTV_FR","Housing_OtherCapital_FR","Housing_RiskWeights_FR","Housing_tax_FR","Housing_CCYB_FR","Housing_DSTI_FR","Housing_DTI_LTI_FR","Housing_Exposure_limit_FR","Housing_credGr_limit_FR","Housing_FX_limit_DE","Housing_LLprovisioning_DE","Housing_LTV_DE","Housing_OtherCapital_DE","Housing_RiskWeights_DE","Housing_tax_DE","Housing_CCYB_DE","Housing_DSTI_DE","Housing_DTI_LTI_DE","Housing_Exposure_limit_DE","Housing_credGr_limit_DE","Housing_FX_limit_GR","Housing_LLprovisioning_GR","Housing_LTV_GR","Housing_OtherCapital_GR","Housing_RiskWeights_GR","Housing_tax_GR","Housing_CCYB_GR","Housing_DSTI_GR","Housing_DTI_LTI_GR","Housing_Exposure_limit_GR","Housing_credGr_limit_GR","Housing_FX_limit_IE","Housing_LLprovisioning_IE","Housing_LTV_IE","Housing_OtherCapital_IE","Housing_RiskWeights_IE","Housing_tax_IE","Housing_CCYB_IE","Housing_DSTI_IE","Housing_DTI_LTI_IE","Housing_Exposure_limit_IE","Housing_credGr_limit_IE","Housing_FX_limit_IT","Housing_LLprovisioning_IT","Housing_LTV_IT","Housing_OtherCapital_IT","Housing_RiskWeights_IT","Housing_tax_IT","Housing_CCYB_IT","Housing_DSTI_IT","Housing_DTI_LTI_IT","Housing_Exposure_limit_IT","Housing_credGr_limit_IT","Housing_FX_limit_LU","Housing_LLprovisioning_LU","Housing_LTV_LU","Housing_OtherCapital_LU","Housing_RiskWeights_LU","Housing_tax_LU","Housing_CCYB_LU","Housing_DSTI_LU","Housing_DTI_LTI_LU","Housing_Exposure_limit_LU","Housing_credGr_limit_LU","Housing_FX_limit_NL","Housing_LLprovisioning_NL","Housing_LTV_NL","Housing_OtherCapital_NL","Housing_RiskWeights_NL","Housing_tax_NL","Housing_CCYB_NL","Housing_DSTI_NL","Housing_DTI_LTI_NL","Housing_Exposure_limit_NL","Housing_credGr_limit_NL","Housing_FX_limit_PT","Housing_LLprovisioning_PT","Housing_LTV_PT","Housing_OtherCapital_PT","Housing_RiskWeights_PT","Housing_tax_PT","Housing_CCYB_PT","Housing_DSTI_PT","Housing_DTI_LTI_PT","Housing_Exposure_limit_PT","Housing_credGr_limit_PT","Housing_FX_limit_ES","Housing_LLprovisioning_ES","Housing_LTV_ES","Housing_OtherCapital_ES","Housing_RiskWeights_ES","Housing_tax_ES","Housing_CCYB_ES","Housing_DSTI_ES","Housing_DTI_LTI_ES","Housing_Exposure_limit_ES","Housing_credGr_limit_ES","Housing_FX_limit_CN","Housing_LLprovisioning_CN","Housing_LTV_CN","Housing_OtherCapital_CN","Housing_RiskWeights_CN","Housing_tax_CN","Housing_CCYB_CN","Housing_DSTI_CN","Housing_DTI_LTI_CN","Housing_Exposure_limit_CN","Housing_credGr_limit_CN","Housing_FX_limit_HK","Housing_LLprovisioning_HK","Housing_LTV_HK","Housing_OtherCapital_HK","Housing_RiskWeights_HK","Housing_tax_HK","Housing_CCYB_HK","Housing_DSTI_HK","Housing_DTI_LTI_HK","Housing_Exposure_limit_HK","Housing_credGr_limit_HK","Housing_FX_limit_IN","Housing_LLprovisioning_IN","Housing_LTV_IN","Housing_OtherCapital_IN","Housing_RiskWeights_IN","Housing_tax_IN","Housing_CCYB_IN","Housing_DSTI_IN","Housing_DTI_LTI_IN","Housing_Exposure_limit_IN","Housing_credGr_limit_IN","Housing_FX_limit_ID","Housing_LLprovisioning_ID","Housing_LTV_ID","Housing_OtherCapital_ID","Housing_RiskWeights_ID","Housing_tax_ID","Housing_CCYB_ID","Housing_DSTI_ID","Housing_DTI_LTI_ID","Housing_Exposure_limit_ID","Housing_credGr_limit_ID","Housing_FX_limit_KR","Housing_LLprovisioning_KR","Housing_LTV_KR","Housing_OtherCapital_KR","Housing_RiskWeights_KR","Housing_tax_KR","Housing_CCYB_KR","Housing_DSTI_KR","Housing_DTI_LTI_KR","Housing_Exposure_limit_KR","Housing_credGr_limit_KR","Housing_FX_limit_MY","Housing_LLprovisioning_MY","Housing_LTV_MY","Housing_OtherCapital_MY","Housing_RiskWeights_MY","Housing_tax_MY","Housing_CCYB_MY","Housing_DSTI_MY","Housing_DTI_LTI_MY","Housing_Exposure_limit_MY","Housing_credGr_limit_MY","Housing_FX_limit_PH","Housing_LLprovisioning_PH","Housing_LTV_PH","Housing_OtherCapital_PH","Housing_RiskWeights_PH","Housing_tax_PH","Housing_CCYB_PH","Housing_DSTI_PH","Housing_DTI_LTI_PH","Housing_Exposure_limit_PH","Housing_credGr_limit_PH","Housing_FX_limit_SG","Housing_LLprovisioning_SG","Housing_LTV_SG","Housing_OtherCapital_SG","Housing_RiskWeights_SG","Housing_tax_SG","Housing_CCYB_SG","Housing_DSTI_SG","Housing_DTI_LTI_SG","Housing_Exposure_limit_SG","Housing_credGr_limit_SG","Housing_FX_limit_TH","Housing_LLprovisioning_TH","Housing_LTV_TH","Housing_OtherCapital_TH","Housing_RiskWeights_TH","Housing_tax_TH","Housing_CCYB_TH","Housing_DSTI_TH","Housing_DTI_LTI_TH","Housing_Exposure_limit_TH","Housing_credGr_limit_TH","Housing_FX_limit_CO","Housing_LLprovisioning_CO","Housing_LTV_CO","Housing_OtherCapital_CO","Housing_RiskWeights_CO","Housing_tax_CO","Housing_CCYB_CO","Housing_DSTI_CO","Housing_DTI_LTI_CO","Housing_Exposure_limit_CO","Housing_credGr_limit_CO","Housing_FX_limit_MX","Housing_LLprovisioning_MX","Housing_LTV_MX","Housing_OtherCapital_MX","Housing_RiskWeights_MX","Housing_tax_MX","Housing_CCYB_MX","Housing_DSTI_MX","Housing_DTI_LTI_MX","Housing_Exposure_limit_MX","Housing_credGr_limit_MX","Housing_FX_limit_BG","Housing_LLprovisioning_BG","Housing_LTV_BG","Housing_OtherCapital_BG","Housing_RiskWeights_BG","Housing_tax_BG","Housing_CCYB_BG","Housing_DSTI_BG","Housing_DTI_LTI_BG","Housing_Exposure_limit_BG","Housing_credGr_limit_BG","Housing_FX_limit_HR","Housing_LLprovisioning_HR","Housing_LTV_HR","Housing_OtherCapital_HR","Housing_RiskWeights_HR","Housing_tax_HR","Housing_CCYB_HR","Housing_DSTI_HR","Housing_DTI_LTI_HR","Housing_Exposure_limit_HR","Housing_credGr_limit_HR","Housing_FX_limit_CZ","Housing_LLprovisioning_CZ","Housing_LTV_CZ","Housing_OtherCapital_CZ","Housing_RiskWeights_CZ","Housing_tax_CZ","Housing_CCYB_CZ","Housing_DSTI_CZ","Housing_DTI_LTI_CZ","Housing_Exposure_limit_CZ","Housing_credGr_limit_CZ","Housing_FX_limit_EE","Housing_LLprovisioning_EE","Housing_LTV_EE","Housing_OtherCapital_EE","Housing_RiskWeights_EE","Housing_tax_EE","Housing_CCYB_EE","Housing_DSTI_EE","Housing_DTI_LTI_EE","Housing_Exposure_limit_EE","Housing_credGr_limit_EE","Housing_FX_limit_HU","Housing_LLprovisioning_HU","Housing_LTV_HU","Housing_OtherCapital_HU","Housing_RiskWeights_HU","Housing_tax_HU","Housing_CCYB_HU","Housing_DSTI_HU","Housing_DTI_LTI_HU","Housing_Exposure_limit_HU","Housing_credGr_limit_HU","Housing_FX_limit_LV","Housing_LLprovisioning_LV","Housing_LTV_LV","Housing_OtherCapital_LV","Housing_RiskWeights_LV","Housing_tax_LV","Housing_CCYB_LV","Housing_DSTI_LV","Housing_DTI_LTI_LV","Housing_Exposure_limit_LV","Housing_credGr_limit_LV","Housing_FX_limit_LT","Housing_LLprovisioning_LT","Housing_LTV_LT","Housing_OtherCapital_LT","Housing_RiskWeights_LT","Housing_tax_LT","Housing_CCYB_LT","Housing_DSTI_LT","Housing_DTI_LTI_LT","Housing_Exposure_limit_LT","Housing_credGr_limit_LT","Housing_FX_limit_PL","Housing_LLprovisioning_PL","Housing_LTV_PL","Housing_OtherCapital_PL","Housing_RiskWeights_PL","Housing_tax_PL","Housing_CCYB_PL","Housing_DSTI_PL","Housing_DTI_LTI_PL","Housing_Exposure_limit_PL","Housing_credGr_limit_PL","Housing_FX_limit_RO","Housing_LLprovisioning_RO","Housing_LTV_RO","Housing_OtherCapital_RO","Housing_RiskWeights_RO","Housing_tax_RO","Housing_CCYB_RO","Housing_DSTI_RO","Housing_DTI_LTI_RO","Housing_Exposure_limit_RO","Housing_credGr_limit_RO","Housing_FX_limit_SK","Housing_LLprovisioning_SK","Housing_LTV_SK","Housing_OtherCapital_SK","Housing_RiskWeights_SK","Housing_tax_SK","Housing_CCYB_SK","Housing_DSTI_SK","Housing_DTI_LTI_SK","Housing_Exposure_limit_SK","Housing_credGr_limit_SK","Housing_FX_limit_SI","Housing_LLprovisioning_SI","Housing_LTV_SI","Housing_OtherCapital_SI","Housing_RiskWeights_SI","Housing_tax_SI","Housing_CCYB_SI","Housing_DSTI_SI","Housing_DTI_LTI_SI","Housing_Exposure_limit_SI","Housing_credGr_limit_SI","Housing_FX_limit_IL","Housing_LLprovisioning_IL","Housing_LTV_IL","Housing_OtherCapital_IL","Housing_RiskWeights_IL","Housing_tax_IL","Housing_CCYB_IL","Housing_DSTI_IL","Housing_DTI_LTI_IL","Housing_Exposure_limit_IL","Housing_credGr_limit_IL","Housing_FX_limit_RU","Housing_LLprovisioning_RU","Housing_LTV_RU","Housing_OtherCapital_RU","Housing_RiskWeights_RU","Housing_tax_RU","Housing_CCYB_RU","Housing_DSTI_RU","Housing_DTI_LTI_RU","Housing_Exposure_limit_RU","Housing_credGr_limit_RU","Housing_FX_limit_ZA","Housing_LLprovisioning_ZA","Housing_LTV_ZA","Housing_OtherCapital_ZA","Housing_RiskWeights_ZA","Housing_tax_ZA","Housing_CCYB_ZA","Housing_DSTI_ZA","Housing_DTI_LTI_ZA","Housing_Exposure_limit_ZA","Housing_credGr_limit_ZA","Housing_FX_limit_AR","Housing_LLprovisioning_AR","Housing_LTV_AR","Housing_OtherCapital_AR","Housing_RiskWeights_AR","Housing_tax_AR","Housing_CCYB_AR","Housing_DSTI_AR","Housing_DTI_LTI_AR","Housing_Exposure_limit_AR","Housing_credGr_limit_AR","Housing_FX_limit_BR","Housing_LLprovisioning_BR","Housing_LTV_BR","Housing_OtherCapital_BR","Housing_RiskWeights_BR","Housing_tax_BR","Housing_CCYB_BR","Housing_DSTI_BR","Housing_DTI_LTI_BR","Housing_Exposure_limit_BR","Housing_credGr_limit_BR","Housing_FX_limit_CL","Housing_LLprovisioning_CL","Housing_LTV_CL","Housing_OtherCapital_CL","Housing_RiskWeights_CL","Housing_tax_CL","Housing_CCYB_CL","Housing_DSTI_CL","Housing_DTI_LTI_CL","Housing_Exposure_limit_CL","Housing_credGr_limit_CL","Housing_FX_limit_PE","Housing_LLprovisioning_PE","Housing_LTV_PE","Housing_OtherCapital_PE","Housing_RiskWeights_PE","Housing_tax_PE","Housing_CCYB_PE","Housing_DSTI_PE","Housing_DTI_LTI_PE","Housing_Exposure_limit_PE","Housing_credGr_limit_PE","Housing_FX_limit_RS","Housing_LLprovisioning_RS","Housing_LTV_RS","Housing_OtherCapital_RS","Housing_RiskWeights_RS","Housing_tax_RS","Housing_CCYB_RS","Housing_DSTI_RS","Housing_DTI_LTI_RS","Housing_Exposure_limit_RS","Housing_credGr_limit_RS"
"1",1996 Q1,"0","0","0","0"," 0"," 0","0","0","0","0","0","0","0","0","0"," 0"," 0","0","0","0","0","0","0","0","0","0"," 0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0"," 0"," 0","0","0","0","0","0","0","0","0","0"," 0"," 0","0","0","0","0","0","0","0","0","0"," 0"," 0","0","0","0","0","0","0","0","0","0"," 0"," 0","0","0","0","0","0","0","0","0","0"," 0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0"," 0"," 0","0","0","0","0","0","0","0","0","0"," 0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0"," 0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0"," 0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0"," 0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0"," 0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0"," 0"," 0","0","0","0","0","0","0","0","0","0"," 0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1996 Q2,"0","0","0","0","0"," 0","0","0","0","0","0","0","0","0","0","0"," 0","0","0","0","0","0","0","0","0","0","0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0"," 0","0","0","0","0","0","0","0","0","0","0"," 0","0","0","0","0","0","0","0","0","0","0"," 0","0","0","0","0","0","0","0","0","0","0"," 0","0","0","0","0","0","0","0","0","0","0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0"," 0","0","0","0","0","0","0","0","0","0","0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0"," 0","0","0","0","0","0","0","0","0","0","0"," 0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1996 Q3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
