"","-4","-3","-2","-1","0","1","2","3","4","country","max_corr_t"
"1",-0.189893309293318,0.0930131042416241,0.154547819857843,-0.0611394004082472,-0.0116002901959541,-0.173940761461277,-0.112155192960394,-0.0278187337245761,-0.084696881809476,"AR",-4
"2",0.0359270523508497,-0.4464983489443,-0.060008437247234,-0.372789733561671,0.11176591985226,-0.421005557688447,-0.214015722377031,-0.389009360836259,-0.0542388437743449,"JP",-3
"3",-0.13613180407809,-0.339223959045654,0.0599932622307848,-0.194682743578904,0.236442954139457,-0.121758741069516,0.194313417293163,-0.0881280121465073,0.127901023264561,"PT",-3
"4",-0.159392031151569,-0.253272234705344,-0.175243412358771,-0.143165719736203,0.128747476182859,-0.0597492665254974,0.0261701740250132,0.0287700967253635,0.00821509620348801,"MY",-3
"5",-0.0420315294676932,-0.238581408507091,-0.15524416176231,0.0374978388712314,0.151605288892741,0.182403027340957,-0.00438703630009259,-0.0629581036100711,0.0164845910904073,"HU",-3
"6",-0.0999539950163965,-0.396622322282634,-0.309062610690808,-0.0689051749780662,0.116199386443583,-0.000104097249911718,-0.141868488459458,0.126910029598279,0.109390332715337,"PL",-3
"7",-0.13862170770095,-0.15699505983635,-0.0731954261525901,0.0782570744087982,0.087849362889592,0.0251196311710725,0.005291436294605,0.0236528250571167,0.0403615286264511,"SI",-3
"8",0.0212004858164975,0.236743051738047,0.134278496589672,0.130197083141446,0.132298715614405,-0.112052030925566,0.0906287272069083,-0.00260954425959263,0.0974646268877586,"PE",-3
"9",0.083527858197508,0.0674669319888605,0.255572855852318,0.213804616966358,0.0499800182486932,0.147771988447321,0.197806963361296,0.137430079030986,-0.0548600374108601,"CA",-2
"10",0.0367864748914588,-0.191425520001666,-0.506775192797328,-0.310651186818529,0.054911394926469,-0.0708079852127968,-0.323357442756717,-0.114098285959049,0.174511417362803,"IN",-2
"11",-0.0254400393742007,-0.240168034193691,-0.26890881982456,-0.257185873788451,0.0374189845539821,0.0210011951832241,-0.0517882770376672,-0.0650185484606614,0.170333430009349,"CL",-2
"12",0.182371058047263,0.285606407545957,0.237696139810764,0.60186500307472,0.548160890042751,0.357139659492283,0.498071536620678,0.280006855667333,0.125866339369365,"IS",-1
"13",0.459280653525386,0.520995941382491,0.539948230745363,0.556784193029382,0.554967462752874,0.524551877794549,0.474436482518655,0.489764993256733,0.420255142509078,"IT",-1
"14",-0.0777045823978093,-0.103840264562722,-0.0986088172087349,-0.315709551459233,0.0850942529068549,-0.163318636863065,0.0469349719928305,-0.169165530481053,0.0637525076793383,"ID",-1
"15",0.254463420811718,0.327782408074609,0.409013514212264,0.523214476310772,0.522443347993305,0.473534261710854,0.481846639813672,0.490779936607453,0.437135887689839,"LT",-1
"16",0.360579765474679,0.361013554593833,0.444683062773456,0.548852741670475,0.535936995135661,0.490440886842309,0.37571173769192,0.320035785630407,0.375948815247105,"RU",-1
