"","date","AU","CA","DK","IS","JP","NZ","NO","SE","CH","GB","US","AT","BE","FI","FR","DE","GR","IE","IT","LU","NL","PT","ES","CN","HK","IN","ID","KR","MY","PH","SG","TH","CO","MX","BG","HR","CZ","EE","HU","LV","LT","PL","RO","SK","SI","IL","SA","AE","RU","ZA","TR","AR","BR","CL","PE","RS"
"27",1986 Q3,11.5153872991851,11.6042311047619,NA,NA,NA,NA,NA,13.2090659667183,12.6814766339964,12.5313502189009,14.964070958637,NA,10.4676212874902,NA,NA,NA,8.74186224685063,NA,NA,NA,NA,9.08191932305518,NA,NA,11.6234626299648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1413810133526,NA,NA,NA,NA,NA,NA
"28",1986 Q4,11.5120557470189,11.6478602138732,NA,NA,NA,NA,NA,13.2475769878955,12.7040327267729,12.5730305816867,14.9963332232279,NA,10.4917304077971,NA,NA,NA,8.71777280498999,NA,NA,NA,NA,9.13823096001166,NA,NA,11.6760053228311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1461377743247,NA,NA,NA,NA,NA,NA
"29",1987 Q1,11.5216669831331,11.6594256943325,NA,NA,NA,NA,NA,13.2730139567034,12.7164190315899,12.6020726943913,15.004765138972,NA,10.5011216649644,NA,NA,NA,8.70741827819833,NA,NA,NA,NA,9.15745190091791,NA,NA,11.7448619164489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1614865850929,NA,NA,NA,NA,NA,NA
"30",1987 Q2,11.5480454856894,11.7082062140626,NA,NA,NA,NA,NA,13.3056885211984,12.7409883473454,12.6327834747041,15.0331485908851,NA,10.5168929227683,NA,NA,NA,8.67638139324989,NA,NA,NA,NA,9.21816655287515,NA,NA,11.8239867363499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1790141694279,NA,NA,NA,NA,NA,NA
"31",1987 Q3,11.5605921878198,11.7738408589185,NA,NA,NA,NA,NA,13.3243880713368,12.7662969023846,12.6801359736037,15.0499718067059,NA,10.5292305904848,NA,NA,NA,8.69898097764757,NA,NA,NA,NA,9.26635997210321,NA,NA,11.864137980297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2036185217389,NA,NA,NA,NA,NA,NA
"32",1987 Q4,11.5741970036739,11.8363976697419,NA,NA,NA,NA,NA,13.3447976847172,12.7935556822183,12.7155878607309,15.0557001103708,NA,10.5539912878879,NA,NA,NA,8.6846504757157,NA,NA,NA,NA,9.27580524797389,NA,NA,11.895528194182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2219458243765,NA,NA,NA,NA,NA,NA
"33",1988 Q1,11.5950096441439,11.8571685614974,NA,NA,NA,NA,NA,13.3809642972759,12.8127379353388,12.7560181223193,15.0750224597053,NA,10.5706943094403,NA,NA,NA,8.69659073399343,NA,NA,NA,NA,9.29126083947928,NA,NA,11.9401438536653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2554409116582,NA,NA,NA,NA,NA,NA
"34",1988 Q2,11.6198447505538,11.8941515823256,NA,NA,NA,NA,NA,13.4102241210926,12.8369011859696,12.7905283752797,15.0973098190034,NA,10.5833856759678,NA,NA,NA,8.69049625497565,NA,NA,NA,NA,9.31835079802364,NA,NA,11.9933003002538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2901123186559,NA,NA,NA,NA,NA,NA
"35",1988 Q3,11.6619486317186,11.9490437960458,NA,NA,NA,NA,NA,13.4434690501862,12.8726405317303,12.8432277681139,15.1132381546783,NA,10.6008771046338,NA,NA,NA,8.71060025322485,NA,NA,NA,NA,9.33327717731957,NA,NA,12.0348108501207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3300679053261,NA,NA,NA,NA,NA,NA
"36",1988 Q4,11.6930558623123,11.9886831207935,NA,NA,NA,NA,NA,13.4710438140869,12.9019153031741,12.8738041828261,15.1301884917517,NA,10.6230793038336,NA,NA,NA,8.71350183411038,NA,NA,NA,NA,9.38789540992569,NA,NA,12.0895003091552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3555295923983,NA,NA,NA,NA,NA,NA
"37",1989 Q1,11.7431568282986,12.0024194821572,NA,NA,NA,NA,NA,13.4822515442835,12.9230145815654,12.8960548440679,15.135602175649,NA,10.6333676993708,NA,NA,NA,8.77477936460159,NA,NA,NA,NA,9.38767234240941,10.8739581665089,NA,12.119934444516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3643799303735,NA,NA,NA,NA,NA,NA
"38",1989 Q2,11.7677148645783,12.029913637411,NA,NA,NA,NA,NA,13.4934342954632,12.9523706714874,12.9154197686459,15.146506164876,NA,10.6520160564019,10.0615673595058,NA,NA,8.82608985879867,NA,NA,NA,NA,9.42689132009336,10.9436421410436,NA,12.1282970914466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3661439480659,NA,NA,NA,NA,NA,NA
"39",1989 Q3,11.7580213833972,12.0643267858871,NA,NA,NA,NA,NA,13.512267012844,12.9741790136771,12.9464673786677,15.1679211599001,NA,10.6663306637955,10.1041257299546,NA,NA,8.86005828961542,NA,NA,NA,NA,9.42249509864137,10.9756911156919,NA,12.1599141935847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3666676251491,NA,NA,NA,NA,NA,NA
"40",1989 Q4,11.7699119691845,12.1070800722103,NA,NA,NA,NA,NA,13.5220771693604,12.9878451169253,12.9662873011683,15.1804528602461,NA,10.6975806583969,10.1130401129154,NA,NA,8.86886064420383,NA,NA,NA,NA,9.42161233411595,11.0078854994084,NA,12.2392218660946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3746820394347,NA,9.07921987706001,NA,NA,NA,NA
"41",1990 Q1,11.7868775888909,12.1270217546148,NA,NA,NA,NA,NA,13.4987259330621,12.9995859916445,12.9834500281761,15.1959432526065,NA,10.7108005503539,10.1041275740879,NA,NA,8.87063348059053,NA,NA,NA,NA,9.34654720779093,11.043869860129,NA,12.3016947579998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3693130002315,NA,8.44031209669779,NA,NA,NA,NA
"42",1990 Q2,11.7903935280551,12.164534577135,NA,NA,NA,NA,NA,13.4911078767461,13.0107306146767,12.9981986222684,15.2114216732029,NA,10.7207087689119,10.11461051184,NA,NA,8.84599314555879,NA,NA,NA,NA,9.34445839540721,11.0906999057478,NA,12.3313841843898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3724444203895,NA,8.89515199475756,NA,NA,NA,NA
